RPSDR10,275.5,261.66,294.55,331.56,349.21,323.86,323.92,339.39,324.13,339.87,353.53,317.87,336.1,331.1,343.23,307.79,330.68,307.05,340.07,340.89,313.42,323.61,336.37,336.14,303.08,298.42,319.12,379.76,321.74,308.83,357.61,319.79,345.93,345.21,326.68,341.11,314.22,321.39,315.91,326.19,386.62,356.62,336.54,324.13,329.13,311.84,312.29,318.78,294.7,248.01,222.78,278.15,289.85,314.31,351.35,356.97,339.22,360.86,338.06,332.71,339.06,343.63,340.78,370.33,383.01,341.84,306.07,299.78,319.7,317.09,316.1,318.66,309.6,321.83,305.54,341.53,331.32,320.57,321.3,328.38,351.28,340.0,369.31,369.1,370.56,341.82,365.15,378.09,374.83,375.81,387.55,394.23,381.53,360.97,416.34,386.52,405.53,388.08,384.46,389.03,388.79,419.62,370.55,342.54,345.95,348.18,360.64,367.51,367.82,366.11,378.69,421.42,382.55,385.76,404.13,381.3,375.78,361.44,372.49,380.95,379.38,375.07,389.34,386.4,388.66,360.49,399.29,388.41,416.11,376.76,380.01,398.02,361.03,315.67,307.11,197.38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.0095149845843,356.4240204859636,363.36010666683245,360.41788366468757,355.9424518145857,356.2654317359698,355.78193742066304,357.2002610116461,356.77763157379445,357.6225123934821,357.7401730485044,357.06334037850905,357.1417733640287,356.9579578991066,357.17224064479194,357.106017946388,357.16171179330786,357.24854041097313,357.1489011457771,357.1707645222384,357.1324476787403,357.1589006649656,357.15653327340357,357.1509861115818,357.1717340356794,357.15728989274027,357.1619533313475,357.1561691982374,357.158019013129,357.15979838953797
NPSDP02,484.23,481.94,557.15,539.84,552.5,516.56,506.07,561.31,558.14,556.6,585.85,585.59,578.14,604.05,562.26,510.55,479.56,470.35,471.26,488.71,442.89,500.68,478.66,481.95,489.4,585.26,557.05,570.01,561.36,571.83,614.46,585.38,613.91,605.52,575.85,600.57,612.18,594.23,587.23,572.72,631.13,576.92,510.3,508.16,559.49,568.99,579.4,537.81,506.28,517.25,528.6,557.15,586.59,586.24,549.26,550.34,561.2,528.09,535.43,545.8,563.95,544.84,564.83,553.4,553.26,565.24,567.44,576.2,530.95,578.88,541.08,556.15,542.11,590.51,570.63,562.4,525.87,525.7,525.96,492.21,567.62,543.22,552.73,542.02,553.33,542.5,569.77,576.06,579.82,558.5,630.08,585.88,599.67,599.1,626.52,622.66,588.75,590.72,586.7,615.93,565.78,623.89,593.56,599.88,557.62,547.44,572.09,553.95,564.8,546.69,540.98,562.0,514.42,523.27,539.42,582.72,577.62,534.14,542.71,584.95,581.88,589.28,605.21,578.77,566.63,564.43,575.32,535.15,606.25,567.95,569.93,560.62,516.76,345.93,557.92,349.94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.1266655995266,560.4599281465448,563.3887633067869,559.2654811956434,558.9151991515886,555.9888192711745,557.2495353227499,557.6676575510714,558.5388427842615,558.0884287543774,557.8368787803348,557.6929520296752,557.6909013514805,557.8334904241243,557.8629575852445,557.8919957120582,557.8197347226453,557.815967672922,557.8068075389406,557.8272162710336,557.8313816872137,557.833255435314,557.8287167872612,557.8246383347132,557.8253351128291,557.8261316373535,557.8280105361,557.8275330655375,557.8274407650355,557.826757827253
GBGBD08,272.96,270.42,304.54,324.11,318.17,327.14,282.83,400.56,320.39,363.41,312.26,324.76,322.46,321.43,328.2,314.78,333.62,321.56,339.6,326.92,352.69,331.64,346.53,335.33,335.86,317.86,328.57,332.4,347.87,382.43,390.04,371.54,357.43,375.42,384.05,352.59,364.25,354.35,338.34,309.36,378.95,340.18,341.65,357.19,336.1,355.41,364.39,353.13,383.5,435.47,411.25,462.67,449.34,474.93,495.27,524.43,492.62,483.85,479.13,479.41,484.51,512.8,450.99,441.57,553.41,486.36,414.58,410.84,429.89,424.88,433.99,416.41,415.91,403.49,415.33,411.76,387.73,415.44,410.04,405.13,410.34,414.42,411.83,393.31,371.11,385.14,379.63,422.8,390.14,411.38,357.59,419.23,389.25,398.79,460.63,427.71,433.44,406.81,393.3,419.42,414.23,426.19,391.63,361.76,368.7,336.23,355.33,348.36,349.8,325.14,340.71,329.48,358.32,367.02,360.32,328.86,330.99,318.07,318.65,369.67,344.02,356.45,372.51,346.68,358.81,331.46,362.49,416.66,384.31,387.51,347.42,373.08,363.62,348.0,329.34,204.91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.25761230177466,345.3155591150763,342.2090759914971,333.14182194774753,333.5377829322112,333.0420949049862,330.9207967845271,331.9243463754396,328.5765102881656,328.4559838882596,327.67174567864765,328.1441478401035,327.51209103059017,327.2012731421388,326.9679802699688,326.6498662024598,326.7633124663667,326.6373340752521,326.6071173743144,326.44103548749183,326.4289199377963,326.3926369802213,326.38183205366227,326.3730434997365,326.3356035996303,326.32222720254003,326.3063793950501,326.31072724084794,326.301483403726,326.29743873479407
RPSDR93,174.12,185.52,205.76,242.62,209.74,209.39,202.37,221.91,216.99,223.88,230.17,221.09,222.42,220.69,228.2,203.77,219.27,232.7,230.54,218.98,219.31,222.59,217.53,226.9,232.39,221.86,210.52,224.33,224.77,214.75,221.29,241.16,237.32,241.69,236.72,238.91,235.83,247.02,250.08,225.06,242.65,220.27,209.8,218.64,214.06,223.54,234.07,222.51,206.82,193.98,211.2,194.55,237.53,213.25,206.0,214.49,250.82,234.24,256.54,228.37,240.24,241.75,247.42,235.78,264.45,251.7,221.87,220.09,242.24,251.71,249.56,251.05,232.38,253.04,238.59,260.05,239.94,245.18,229.0,251.22,236.98,240.7,234.32,200.45,244.95,226.42,238.84,244.65,264.34,236.11,245.33,248.33,242.03,264.21,247.54,265.05,250.35,244.53,236.44,244.98,236.16,267.48,241.7,255.82,244.68,239.9,221.48,246.26,264.88,255.84,238.97,254.17,258.71,248.51,250.81,264.06,245.14,256.26,239.68,235.46,257.66,237.48,255.17,241.94,256.92,242.33,246.44,235.1,264.24,252.2,240.06,244.05,278.58,256.88,251.48,143.71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.51885013484133,250.21867479389684,248.3211277551234,246.13690844241825,246.00566797880106,243.2541238818508,244.2715460255072,246.6673157142814,247.52421305420174,245.79085590988072,245.4530375837127,244.91507457585283,245.17911390796215,245.9963241710004,246.4587595300211,245.88864044447322,245.46058835092285,245.40344469982026,245.5351307593961,245.82776058566296,245.99235866322402,245.82660933439692,245.5925094335283,245.56856540457767,245.65635482663828,245.76902004896527,245.82104665575824,245.76480776176868,245.6670327934211,245.64690737585246
KGULP01,285.04,280.5,313.7,308.15,292.3,312.01,288.54,367.17,320.67,327.48,323.13,303.37,304.14,298.47,324.47,298.06,332.93,304.71,311.63,287.54,293.3,335.04,319.89,326.02,328.96,306.03,301.93,316.1,313.23,311.98,353.25,309.29,357.22,337.91,326.6,317.25,374.58,359.34,348.18,364.21,378.4,347.98,342.74,355.1,339.17,323.71,338.27,349.87,353.1,369.31,384.72,417.62,424.7,399.98,446.65,458.72,454.99,457.06,465.12,429.4,408.48,401.58,386.28,402.45,442.68,416.14,353.49,347.43,352.73,356.32,349.5,348.31,362.11,377.63,364.66,375.68,355.61,346.93,345.67,352.32,332.13,351.91,337.54,258.74,358.58,352.96,335.84,362.8,365.64,368.58,377.23,350.22,386.55,367.25,370.59,371.31,352.93,362.97,340.84,346.53,362.2,370.57,328.96,326.17,308.13,311.59,321.82,383.24,296.55,263.71,280.15,285.01,297.18,301.2,301.35,315.02,314.87,288.59,305.65,330.83,322.77,308.05,310.96,279.69,294.38,287.62,304.07,292.42,312.73,316.58,321.89,345.12,320.92,329.25,320.28,182.17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.05831432716167,316.05097644018036,316.42795556324165,314.4128880446636,314.8262400272153,313.7666645202309,314.2857074062988,314.51684740037734,314.46338716588167,314.48942877930983,314.4002465163305,314.42862024534026,314.36021642256054,314.4159733528451,314.4205067835437,314.40837142751656,314.41550354239394,314.4106177744935,314.41048379494356,314.4074501610663,314.4123871332141,314.41097724788716,314.4101684534189,314.41131777017097,314.4106587059686,314.41054601510126,314.41061563137777,314.41090227382284,314.4106545014365,314.4106911901455
